367.955528	375.987649
255.681630	217.786000
388.673329	260.947536
407.043087	228.530927
352.826724	375.769771
245.131716	315.228631
90.418994	191.129264
37.088894	174.433272
149.454580	392.010313
189.332821	471.163179
185.672060	489.797840
210.096970	399.065369
218.939111	359.496076
245.008787	361.496553
157.776740	116.958867
149.055102	150.245407
122.490038	148.787949
132.316881	163.369915
126.417188	193.350190
179.001575	159.749882
162.259508	207.475450
190.683085	190.291320
189.548085	199.065301
192.920571	71.382433
195.212329	14.016242
191.651607	6.824516
417.709976	316.578342
362.737042	181.919685
369.471706	196.543472
389.903644	187.436719
379.425021	211.866380
387.774522	233.052587
393.314278	214.007231
398.370622	207.455862
410.155780	219.327066
412.885285	240.583860
318.379912	145.407021
311.833660	165.387456
317.422119	171.619620
294.367594	152.934475
312.313249	236.893482
215.918123	83.657448
259.281318	50.115923
215.038552	136.885796
219.490736	151.796746
252.536415	152.912446
264.595326	179.963373
232.748395	238.129293
218.176714	32.317848
244.128005	78.787217
231.370646	84.835987
242.509887	87.990703
248.768459	97.748067
261.458425	75.344189
276.845183	139.149054
273.996477	154.187505
329.187693	215.914421
155.355040	63.807378
117.505391	175.563636
339.092803	245.396907
273.876543	221.033273
272.578988	213.146446
213.181669	45.559408
214.471423	67.635373
225.486841	50.406946
232.360889	38.568496
241.602342	51.835855
173.328663	22.266201
191.977478	84.103512
202.729956	100.231201
288.848047	97.402577
314.590612	76.837159
295.732535	167.506672
162.456583	107.585538
170.111011	145.904003
283.716001	375.855322
297.884917	339.034347
328.875759	352.262455
377.096211	359.133877
385.064416	344.251542
364.347182	246.657030
369.150931	207.059444
325.646423	162.164336
316.504498	153.461477
294.835988	237.576758
240.574388	191.092541
237.047037	204.062023
229.577955	212.592070
190.999299	160.328606
198.198282	165.651025
174.647863	188.375810
155.739905	52.723112
155.391379	25.250982
157.757074	9.362871
275.647744	103.723316
339.807232	215.219986
340.056043	223.997885
114.763917	157.516487
147.152176	127.243851
87.802094	71.824985
76.184081	89.032722
163.993022	174.151773
353.184351	217.749875
350.205062	259.522583
362.523745	257.246596
394.110486	324.013018
397.526387	333.836773
397.070458	402.679973
409.844877	396.377395
332.842370	340.229293
324.666900	341.130152
259.228162	314.285216
266.896582	312.093943
396.656979	385.547025
408.646232	331.895953
402.650256	351.955927
413.145506	374.634008
411.875016	386.301098
408.809450	259.015600
404.594187	408.640931
407.028901	414.681982
405.251820	435.744315
414.361740	421.845792
423.719041	413.845338
436.691366	429.094383
336.588395	476.719190
392.744727	480.825797
401.998875	496.981363
411.080154	499.154510
420.367151	497.940697
421.105301	488.994057
424.335407	479.601674
418.687454	469.541182
461.836407	431.923604
455.892609	445.026278
450.124799	464.172043
471.904360	440.069535
210.548103	195.838135
378.333521	311.684472
239.548577	153.186311
247.203751	143.480894
288.758642	138.808033
113.446868	116.573011
134.829274	114.664664
308.848586	271.639146
322.263788	252.532513
362.042945	390.525161
372.993249	396.052113
377.566815	378.662956
385.071813	389.240253
345.698525	271.619498
360.961183	284.766134
288.446022	79.701162
298.990260	54.682506
215.593945	148.345354
383.443096	405.964648
298.248135	377.085975
235.731854	126.304629
297.199770	361.829955
257.945551	119.515784
377.141228	230.982872
367.978113	236.836253
392.568054	412.518265
311.838690	366.633642
320.256974	365.993932
278.505341	202.966802
236.824056	301.740634
296.013021	328.865139
99.637158	76.686766
449.537181	271.049363
174.963169	136.912637
165.337411	136.958679
110.610281	56.065077
116.782598	57.923176
255.966460	60.616288
271.328182	48.607825
284.360289	388.997500
317.301607	302.931996
392.428027	319.317016
342.296182	386.513072
205.903323	148.666891
250.585480	169.751138
353.692874	297.709114
360.590949	306.586832
263.233745	287.721639
191.574398	243.551575
148.484968	143.538404
182.780571	72.809642
255.537778	193.632461
330.495204	234.329968
350.028629	200.672392
256.940270	469.428257
289.225597	308.204634
286.101253	356.384798
342.946326	403.960347
366.470097	416.964764
168.819516	222.520817
190.465418	50.426288
183.778807	43.908763
146.304384	244.292454
187.362231	286.189563
202.361013	289.487017
216.056200	296.274733
326.039831	148.018343
283.242702	231.325216
316.084069	321.747864
318.104792	264.695538
213.880236	120.444067
103.575073	158.291423
196.422634	176.649185
253.993859	42.883218
248.097758	33.982947
261.512518	31.951939
214.479638	18.605149
226.499491	198.167119
176.880058	207.623060
172.971557	271.728868
137.095601	140.924566
157.049130	84.238916
279.735605	262.780239
332.446948	266.355459
336.262819	255.209913
225.791649	180.413322
247.042002	270.659711
226.236534	37.468269
302.871724	290.595143
350.891858	395.258755
381.794253	434.971299
260.463786	252.369676
285.188921	163.889829
191.212501	343.967136
363.176298	222.394535
246.461310	202.486521
240.522705	112.939231
306.517028	304.119902
213.350829	170.099898
255.497478	240.763639
67.944964	180.334881
321.158211	350.819055
191.801037	119.808435
291.095437	253.388553
303.700758	364.027128
353.798577	341.777952
378.773337	288.013984
335.460804	303.749204
127.369954	230.824840
321.137133	381.805081
390.963134	370.712521
312.234651	339.803573
